,actual_class,predicted_class,correct_prediction,prediction_probability,confidence,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
26334,edible,edible,True,0.0003371195694767599,high,12.42,x,s,n,f,x,unknown,n,8.88,25.66,unknown,unknown,p,unknown,unknown,f,f,unknown,d,u
1200,edible,edible,True,0.00329653818433569,high,9.93,x,unknown,n,t,unknown,unknown,w,11.23,17.92,b,unknown,w,u,w,t,g,unknown,d,a
14389,edible,edible,True,8.46643366568945e-05,high,5.82,x,h,n,f,a,d,n,4.53,4.63,unknown,t,w,unknown,unknown,t,l,unknown,d,a
54430,edible,edible,True,2.2610047961948485e-05,high,6.66,s,w,y,f,f,f,f,4.69,13.78,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
40474,poisonous,poisonous,True,0.9761016721354966,high,5.93,x,s,n,f,s,unknown,n,5.06,6.33,unknown,y,n,unknown,unknown,f,f,unknown,d,w
46265,edible,edible,True,0.013001318903557761,high,4.39,x,unknown,y,f,x,c,w,5.69,3.67,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
6674,edible,edible,True,0.0013946827441966231,high,6.56,s,unknown,n,f,d,c,w,5.18,7.83,unknown,s,w,unknown,unknown,f,f,unknown,l,u
29614,poisonous,poisonous,True,0.9995017416711194,high,2.64,f,w,n,t,d,c,n,2.31,4.83,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
46637,edible,edible,True,0.000419122738579426,high,3.81,f,h,n,f,unknown,c,n,5.93,6.9,unknown,s,w,unknown,w,f,f,k,d,a
47137,poisonous,poisonous,True,0.9991626334337695,high,1.59,x,unknown,n,f,unknown,unknown,n,5.44,2.68,unknown,s,n,unknown,unknown,f,f,k,g,a
50645,edible,edible,True,0.0019127890221773364,high,2.69,x,k,n,f,p,unknown,e,4.21,9.81,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
31920,poisonous,poisonous,True,0.9998164940187325,high,3.1,x,k,n,f,s,unknown,p,3.83,2.95,unknown,unknown,n,unknown,unknown,f,f,p,g,u
42476,edible,edible,True,0.00024215930450794675,high,4.5,x,i,n,f,e,c,n,4.56,12.28,unknown,unknown,w,unknown,unknown,t,l,unknown,w,u
1083,edible,edible,True,0.000772620647405518,high,12.56,f,unknown,n,t,unknown,unknown,w,12.19,19.44,b,unknown,w,u,w,t,g,unknown,d,a
33465,poisonous,poisonous,True,0.999869832440804,high,9.08,x,h,y,f,s,unknown,p,6.28,15.64,unknown,i,n,unknown,unknown,f,f,unknown,d,a
45520,edible,edible,True,0.004942365098498858,high,2.67,b,y,n,f,unknown,c,k,6.86,3.39,unknown,unknown,w,unknown,unknown,f,f,unknown,d,s
8779,edible,edible,True,4.415679990020068e-05,high,6.24,f,s,n,f,x,c,w,7.64,11.31,unknown,s,n,unknown,unknown,f,f,unknown,l,w
50742,edible,edible,True,0.012156252229695755,high,4.78,x,k,n,f,p,unknown,n,5.68,11.43,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
21023,poisonous,poisonous,True,0.9994952217540374,high,3.76,f,d,p,f,a,unknown,y,5.56,6.66,unknown,t,r,unknown,unknown,f,f,unknown,d,a
55169,edible,edible,True,5.865937955617596e-05,high,5.24,o,l,n,f,f,f,f,6.66,51.28,unknown,unknown,n,unknown,unknown,f,f,g,l,a
59616,poisonous,poisonous,True,0.9999965785734093,high,4.63,o,unknown,w,f,f,f,f,5.83,29.19,unknown,g,w,unknown,unknown,t,f,unknown,d,u
13412,poisonous,poisonous,True,0.9997460118784035,high,0.7,x,unknown,o,f,d,unknown,o,4.88,0.98,unknown,unknown,y,unknown,unknown,f,f,w,g,u
56290,poisonous,poisonous,True,0.9999816479289455,high,7.4,o,k,n,f,unknown,c,y,1.67,14.23,unknown,unknown,y,unknown,unknown,f,f,unknown,d,w
39999,poisonous,poisonous,True,0.9999927217617797,high,2.16,f,unknown,u,f,a,c,n,2.93,3.52,unknown,i,u,unknown,unknown,f,f,unknown,p,u
43641,edible,edible,True,9.070974412510825e-05,high,9.76,p,i,n,t,e,unknown,p,8.83,17.94,unknown,y,w,unknown,unknown,t,l,unknown,l,a
59217,poisonous,poisonous,True,0.9999563161171541,high,5.35,s,k,y,f,p,unknown,n,3.7,6.0,unknown,k,n,unknown,unknown,t,f,unknown,d,u
6938,edible,edible,True,3.497287391700247e-05,high,4.4,x,unknown,l,f,d,unknown,r,5.86,7.67,unknown,unknown,l,unknown,unknown,f,f,unknown,l,u
12841,poisonous,poisonous,True,0.9999636208895594,high,0.81,x,g,y,f,unknown,unknown,y,3.66,0.82,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
7623,poisonous,poisonous,True,0.9999407548750727,high,4.23,f,l,e,f,x,d,e,6.98,4.89,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
44533,poisonous,poisonous,True,0.99365457521391,high,7.99,p,y,w,f,unknown,unknown,k,13.76,16.63,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
41876,poisonous,poisonous,True,0.9997401399743338,high,1.39,b,h,n,f,a,unknown,n,3.6,1.26,unknown,t,n,unknown,unknown,f,f,unknown,d,a
483,poisonous,poisonous,True,0.99888507377561,high,6.15,x,g,n,f,e,unknown,w,7.45,13.62,unknown,y,w,u,w,t,p,unknown,d,a
12508,edible,edible,True,0.03185693180219536,high,1.4,x,t,y,f,a,unknown,w,5.83,2.17,unknown,t,y,unknown,unknown,f,f,unknown,g,a
3578,poisonous,poisonous,True,0.9993756154738449,high,2.96,f,y,p,f,e,c,n,4.15,3.3,unknown,k,w,unknown,unknown,t,e,unknown,m,u
9430,edible,edible,True,0.00012164423387320306,high,3.6,b,g,w,f,x,d,w,4.79,2.99,unknown,unknown,y,unknown,unknown,f,f,unknown,g,u
59609,poisonous,poisonous,True,0.9999974778713059,high,3.46,o,unknown,w,f,f,f,f,4.89,24.07,unknown,g,w,unknown,unknown,t,f,unknown,d,u
20633,edible,edible,True,5.109541639573084e-05,high,4.03,x,s,e,f,a,c,o,4.98,7.11,unknown,unknown,e,unknown,unknown,f,f,unknown,g,w
48749,edible,edible,True,0.0002497362020594499,high,10.9,x,t,n,t,p,unknown,y,7.56,22.6,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
1586,poisonous,poisonous,True,0.9997692874864029,high,8.44,f,h,r,f,unknown,c,w,11.99,18.66,unknown,unknown,w,u,w,t,p,unknown,d,a
44135,poisonous,poisonous,True,0.9999522110212079,high,4.61,b,s,n,f,unknown,unknown,g,8.57,11.46,unknown,s,w,unknown,unknown,t,z,unknown,g,w
35939,poisonous,poisonous,True,0.9998446512759283,high,3.9,x,h,n,f,a,c,n,4.15,5.16,unknown,y,o,unknown,unknown,t,z,unknown,d,w
53246,edible,edible,True,2.2561489666405557e-05,high,8.04,x,h,n,f,p,d,y,5.47,10.49,unknown,s,n,unknown,unknown,f,f,unknown,d,a
42134,edible,edible,True,1.6382607388947423e-05,high,7.17,f,s,w,f,e,c,n,5.94,13.31,unknown,unknown,w,unknown,w,t,e,unknown,m,u
7032,edible,edible,True,0.0026255020089410506,high,4.11,x,unknown,r,f,d,unknown,r,6.27,8.44,unknown,unknown,r,unknown,unknown,f,f,unknown,l,a
28678,poisonous,poisonous,True,0.9972187280364706,high,6.61,s,d,n,t,d,c,y,6.09,9.78,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
16121,edible,edible,True,2.003995190620191e-06,high,6.35,f,h,k,f,s,d,g,6.23,11.07,unknown,s,g,unknown,unknown,f,f,unknown,d,a
37079,poisonous,poisonous,True,0.9999966814387865,high,4.13,b,t,r,f,s,c,u,5.01,7.1,unknown,y,w,unknown,unknown,t,e,k,d,a
56893,edible,edible,True,2.683915755583474e-05,high,10.8,f,e,b,f,unknown,c,b,4.87,19.47,unknown,unknown,w,unknown,unknown,t,f,unknown,d,a
50974,poisonous,poisonous,True,0.9999944696052904,high,10.0,p,unknown,n,f,p,unknown,p,10.15,29.88,c,unknown,n,unknown,unknown,f,f,p,d,u
46534,edible,edible,True,0.0005654474071534285,high,4.31,x,unknown,y,f,x,c,u,6.85,4.16,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
39927,poisonous,poisonous,True,0.9915049308065369,high,2.28,f,unknown,u,f,a,c,w,4.1,3.75,unknown,i,w,unknown,unknown,f,f,unknown,p,u
3909,poisonous,poisonous,True,0.9999891797854097,high,3.29,x,y,y,f,a,unknown,w,5.67,3.45,unknown,y,y,unknown,unknown,t,r,unknown,h,a
19737,poisonous,poisonous,True,0.9993612316888306,high,2.12,x,s,o,f,d,unknown,y,3.04,5.39,unknown,unknown,o,unknown,unknown,f,f,unknown,m,a
53322,poisonous,poisonous,True,0.9981272894796365,high,11.87,s,t,n,t,d,c,n,6.01,14.31,unknown,unknown,n,unknown,unknown,f,f,unknown,h,u
30884,poisonous,poisonous,True,0.9983710621233559,high,8.25,s,unknown,o,t,d,unknown,o,4.92,12.21,unknown,unknown,w,unknown,unknown,t,f,unknown,d,u
23289,poisonous,poisonous,True,0.9949297097681064,high,11.0,x,t,n,f,a,d,w,11.45,29.51,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
37632,poisonous,poisonous,True,0.9999963363045875,high,2.21,p,t,n,f,a,c,g,7.27,2.6,unknown,t,y,unknown,unknown,t,e,unknown,m,u
38906,poisonous,poisonous,True,0.9998854536944854,high,3.87,x,i,e,f,unknown,unknown,e,4.66,6.1,unknown,unknown,e,unknown,unknown,f,f,n,d,a
50518,edible,edible,True,0.007441010501781782,high,3.48,x,d,n,f,p,unknown,y,4.71,10.25,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
15363,edible,edible,True,3.854300128957914e-05,high,9.81,f,y,y,f,unknown,unknown,w,6.56,23.86,b,unknown,n,unknown,w,t,e,unknown,d,w
20405,edible,edible,True,0.00037097874854156494,high,7.94,s,d,o,f,d,d,b,6.9,13.39,unknown,unknown,w,unknown,unknown,f,f,unknown,m,w
4195,poisonous,poisonous,True,0.9998941110181901,high,3.1,x,y,n,f,a,unknown,w,5.63,3.56,unknown,y,y,unknown,unknown,t,r,unknown,g,a
45624,edible,edible,True,0.0025278288630631893,high,0.94,b,g,w,f,unknown,unknown,g,2.57,1.17,unknown,unknown,w,unknown,unknown,f,f,unknown,d,s
16444,edible,edible,True,0.009713237779693504,high,4.93,x,y,n,f,s,unknown,g,5.06,7.91,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
27314,poisonous,poisonous,True,0.9966509139148002,high,16.64,x,k,w,t,d,d,w,8.05,35.0,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
38719,poisonous,poisonous,True,0.9999590008060514,high,7.33,x,unknown,u,t,x,unknown,u,7.59,17.84,s,unknown,n,unknown,u,f,f,unknown,d,a
29472,poisonous,poisonous,True,0.9991108927270766,high,2.73,s,w,n,t,d,c,y,3.27,5.15,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
11300,edible,edible,True,0.0015482661806434862,high,1.44,c,g,n,f,a,unknown,g,4.87,1.29,unknown,unknown,g,unknown,unknown,f,f,unknown,d,a
23862,poisonous,poisonous,True,0.9943918462004462,high,3.6,f,unknown,p,f,x,unknown,w,4.94,6.49,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
50596,edible,edible,True,0.0006712056342589908,high,3.46,x,d,n,f,p,unknown,n,3.98,10.49,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
41241,poisonous,poisonous,True,0.9999792920249232,high,5.94,b,k,n,f,d,c,y,4.51,5.85,unknown,i,n,unknown,unknown,t,unknown,unknown,d,a
43117,poisonous,poisonous,True,0.9996306767184734,high,7.68,x,y,w,t,unknown,unknown,p,8.0,13.93,s,unknown,w,unknown,unknown,t,l,unknown,g,a
42061,edible,edible,True,1.486301182302911e-05,high,6.1,f,s,w,f,e,c,n,5.03,12.18,unknown,unknown,w,unknown,w,t,e,unknown,m,u
15340,edible,edible,True,5.018643323318737e-05,high,9.94,f,y,n,f,unknown,unknown,w,6.59,24.89,b,unknown,n,unknown,w,t,e,unknown,d,a
24153,edible,edible,True,0.006107939158565106,high,9.16,f,unknown,e,f,x,c,w,7.54,18.61,unknown,s,w,unknown,unknown,f,f,unknown,d,a
26437,edible,edible,True,0.00014175951146042686,high,11.49,x,s,u,f,x,unknown,n,8.22,27.19,unknown,unknown,p,unknown,unknown,f,f,unknown,d,w
30115,poisonous,poisonous,True,0.999225250135513,high,8.66,s,t,p,t,d,c,p,7.76,12.47,unknown,unknown,p,unknown,unknown,t,f,unknown,d,u
4688,edible,edible,True,3.0519433818478655e-05,high,2.21,x,unknown,u,f,unknown,d,u,6.01,4.11,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
57817,poisonous,poisonous,True,0.9999999972420688,high,4.19,o,s,o,f,f,f,f,0.0,0.0,f,f,f,unknown,unknown,t,f,unknown,d,a
28076,poisonous,poisonous,True,0.9998004499646265,high,6.3,s,t,r,t,d,unknown,w,4.45,12.34,unknown,t,g,unknown,unknown,f,f,unknown,d,u
32451,poisonous,poisonous,True,0.9998845277649094,high,3.91,b,t,n,f,x,c,p,6.17,4.58,unknown,i,g,unknown,unknown,f,f,unknown,d,u
3282,edible,edible,True,0.006498270041865205,high,14.59,x,y,n,t,e,unknown,w,10.09,17.95,unknown,unknown,w,unknown,unknown,t,unknown,unknown,d,a
10182,poisonous,poisonous,True,0.999949216064344,high,0.7,x,g,p,f,a,unknown,p,3.43,0.96,unknown,s,k,unknown,unknown,f,f,unknown,d,u
14051,poisonous,poisonous,True,0.9999999659095578,high,6.98,f,w,e,f,x,unknown,w,13.02,6.86,r,g,n,unknown,unknown,f,f,unknown,d,a
23085,poisonous,poisonous,True,0.9853494904539719,high,9.86,x,t,n,f,a,d,w,9.86,27.02,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
55071,edible,edible,True,2.081838883941532e-05,high,4.23,s,l,n,f,f,f,f,5.58,23.83,unknown,unknown,n,unknown,unknown,f,f,g,d,w
9522,edible,edible,True,0.000421131374641655,high,2.76,b,g,n,f,x,d,w,3.6,2.45,unknown,unknown,y,unknown,unknown,f,f,unknown,g,a
17310,edible,edible,True,0.01170470848092069,high,10.25,x,s,w,f,s,c,w,7.67,33.87,unknown,unknown,w,unknown,unknown,f,f,unknown,m,u
5707,edible,edible,True,0.0006238335306346999,high,15.15,x,e,g,f,d,c,w,8.41,24.93,s,unknown,w,unknown,unknown,f,f,unknown,l,a
43572,edible,edible,True,0.00028509258322705365,high,9.0,p,i,n,t,e,unknown,p,8.37,16.09,unknown,y,w,unknown,unknown,t,p,unknown,d,a
10629,poisonous,poisonous,True,0.9998393817740668,high,2.73,b,unknown,g,f,a,unknown,g,4.78,1.92,unknown,s,n,unknown,unknown,f,f,unknown,d,a
49082,edible,edible,True,0.0026689107344666095,high,6.16,x,d,e,t,p,unknown,y,5.16,12.33,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
27742,poisonous,poisonous,True,0.9995728388555164,high,5.73,x,d,e,t,d,c,w,7.67,9.98,unknown,unknown,e,unknown,unknown,f,f,unknown,d,a
23036,poisonous,poisonous,True,0.9572999860927658,high,9.3,x,t,n,f,a,d,w,8.56,24.88,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
34676,poisonous,poisonous,True,0.9996606797521528,high,1.43,b,g,y,f,unknown,c,n,5.25,2.69,unknown,unknown,n,unknown,unknown,f,f,unknown,g,a
13945,poisonous,poisonous,True,0.9999998764230802,high,5.9,f,w,n,f,x,unknown,w,10.17,7.2,r,g,n,unknown,unknown,f,f,unknown,d,a
27387,poisonous,poisonous,True,0.997171866963124,high,14.22,s,k,w,t,d,d,w,6.91,31.16,unknown,unknown,w,unknown,unknown,f,f,unknown,d,w
37499,poisonous,poisonous,True,0.9999963363045875,high,2.36,p,t,n,f,a,c,g,7.77,2.46,unknown,t,y,unknown,unknown,t,e,unknown,m,u
14776,edible,edible,True,0.0003189688760829487,high,4.12,f,t,o,f,a,d,y,6.15,5.47,unknown,s,o,unknown,unknown,f,f,unknown,d,s
2366,poisonous,poisonous,True,0.999986068114279,high,8.48,b,t,w,f,e,c,w,13.28,13.61,unknown,y,w,u,w,t,e,unknown,d,u
3552,poisonous,poisonous,True,0.911151819963165,high,3.71,f,y,w,f,e,c,n,3.9,3.37,unknown,k,w,unknown,unknown,t,e,unknown,d,a
32945,poisonous,poisonous,True,0.9989819551624068,high,2.64,x,i,k,f,a,unknown,p,5.59,3.0,unknown,unknown,w,unknown,unknown,f,f,p,g,u
21270,edible,edible,True,0.00014993837286973033,high,4.28,f,t,n,f,d,unknown,o,6.16,7.23,unknown,t,o,unknown,unknown,f,f,unknown,d,w
60282,poisonous,poisonous,True,0.9999868921467288,high,12.0,o,unknown,e,f,f,f,f,3.72,26.7,unknown,g,n,unknown,unknown,f,f,unknown,d,u
33106,poisonous,poisonous,True,0.9999261486945547,high,2.46,f,i,l,f,a,unknown,w,3.41,2.38,unknown,unknown,w,unknown,unknown,f,f,p,g,u
19532,poisonous,poisonous,True,0.9977407307003511,high,2.88,f,s,o,f,d,unknown,y,3.07,5.61,unknown,unknown,y,unknown,unknown,f,f,unknown,m,a
37665,poisonous,poisonous,True,0.9999927633579971,high,2.13,p,t,n,f,a,c,n,5.73,2.34,unknown,t,y,unknown,unknown,t,e,unknown,m,u
25028,edible,edible,True,0.00027213682299577437,high,9.42,f,s,k,f,a,c,w,4.47,15.63,unknown,unknown,w,unknown,unknown,f,f,unknown,d,u
21301,edible,edible,True,0.00011290289719852049,high,4.65,f,t,n,f,d,unknown,o,6.37,8.62,unknown,t,o,unknown,unknown,f,f,unknown,d,w
52998,edible,edible,True,1.9825080538843384e-06,high,8.43,x,t,n,f,p,d,y,6.28,11.67,unknown,s,n,unknown,unknown,f,f,unknown,g,u
19945,poisonous,poisonous,True,0.9836982783861051,high,5.76,x,s,e,f,e,unknown,g,5.08,5.73,unknown,unknown,y,unknown,unknown,f,f,unknown,g,u
25586,poisonous,poisonous,True,0.999260683239231,high,7.42,x,t,e,f,x,d,w,6.22,17.77,b,unknown,w,unknown,unknown,f,f,unknown,d,a
12261,poisonous,poisonous,True,0.9999578706661034,high,3.04,s,w,u,f,a,c,g,6.35,5.26,unknown,s,u,unknown,unknown,f,f,unknown,l,a
33469,poisonous,poisonous,True,0.9149977577829999,high,11.61,x,h,n,f,s,unknown,y,7.26,18.35,unknown,i,n,unknown,unknown,f,f,unknown,d,a
17405,edible,edible,True,0.0005263438875781548,high,8.77,f,d,w,f,s,c,w,6.48,27.77,unknown,unknown,w,unknown,unknown,f,f,unknown,d,s
36952,poisonous,poisonous,True,0.9999554071021838,high,6.28,x,e,e,f,a,unknown,y,7.16,9.51,unknown,unknown,n,unknown,w,t,z,unknown,d,a
39914,poisonous,poisonous,True,0.9999928408273706,high,2.23,c,unknown,w,f,a,c,w,3.51,3.56,unknown,i,u,unknown,unknown,f,f,unknown,d,u
29710,edible,edible,True,0.012402191028411053,high,3.3,f,d,g,t,d,c,p,3.79,6.12,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
18305,edible,edible,True,0.001176159547332968,high,5.69,f,s,n,f,s,c,w,5.31,8.94,b,i,w,unknown,unknown,f,f,unknown,g,a
47476,poisonous,poisonous,True,0.9999701404392863,high,3.64,b,unknown,n,f,a,unknown,k,10.48,2.71,unknown,unknown,n,unknown,w,f,f,k,g,a
10995,poisonous,poisonous,True,0.9495435916924715,high,2.71,x,g,n,f,a,unknown,w,6.37,2.49,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
31832,poisonous,poisonous,True,0.999787600028666,high,3.88,x,k,w,f,s,unknown,p,4.05,3.01,unknown,unknown,n,unknown,unknown,f,f,p,g,u
31318,edible,edible,True,0.00011383724643924647,high,9.77,x,s,n,f,e,c,w,8.17,10.33,unknown,i,w,unknown,unknown,f,f,p,d,w
54673,edible,edible,True,1.6839596443644825e-05,high,5.53,s,w,y,f,f,f,f,5.47,14.84,unknown,unknown,y,unknown,unknown,f,f,unknown,d,u
37102,poisonous,poisonous,True,0.9999265180856948,high,3.36,x,y,l,f,s,c,g,5.66,7.39,unknown,y,n,unknown,unknown,t,e,k,g,u
50016,poisonous,poisonous,True,0.9999781966827337,high,12.94,x,k,n,t,p,unknown,o,9.48,30.9,c,unknown,y,unknown,unknown,f,f,unknown,d,u
2682,edible,edible,True,0.0005854958326042,high,6.02,c,h,n,f,e,unknown,w,12.12,12.3,unknown,s,w,u,w,f,f,unknown,d,u
29103,poisonous,poisonous,True,0.9980702288875365,high,6.78,s,unknown,n,t,d,c,b,7.38,7.33,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
47867,poisonous,poisonous,True,0.9959281069613349,high,3.32,b,h,n,f,unknown,unknown,n,9.89,6.24,unknown,unknown,w,unknown,unknown,t,unknown,k,g,w
33091,poisonous,poisonous,True,0.9998213904253629,high,2.51,f,i,k,f,a,unknown,w,5.03,2.87,unknown,unknown,w,unknown,unknown,f,f,p,g,a
21151,poisonous,poisonous,True,0.9999142870563307,high,3.23,b,d,p,f,a,unknown,y,4.81,6.18,unknown,t,r,unknown,unknown,f,f,unknown,d,a
46651,edible,edible,True,0.0017889901219231923,high,2.82,x,h,n,f,unknown,c,n,5.73,6.56,unknown,s,w,unknown,w,f,f,k,d,u
27084,edible,edible,True,0.003655775582575059,high,10.68,s,unknown,w,t,d,c,y,6.06,23.96,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
10103,poisonous,poisonous,True,0.9992816828932736,high,0.79,x,g,e,f,a,unknown,p,4.9,1.13,unknown,s,k,unknown,unknown,f,f,unknown,d,u
22207,edible,edible,True,0.0007571083606915004,high,3.07,x,unknown,y,f,a,c,o,4.01,8.42,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
38740,poisonous,poisonous,True,0.9999902181674936,high,8.76,x,unknown,g,t,x,unknown,u,10.21,20.64,s,unknown,g,unknown,u,f,f,unknown,d,a
51155,poisonous,poisonous,True,0.999991327234642,high,10.5,p,unknown,n,f,p,unknown,p,12.26,32.86,c,unknown,n,unknown,unknown,f,f,p,d,u
16667,edible,edible,True,0.00015170699825497116,high,6.51,f,h,n,f,s,unknown,y,7.56,10.6,unknown,t,o,unknown,unknown,f,f,unknown,d,a
59857,poisonous,poisonous,True,0.9999748612413225,high,3.19,o,unknown,g,f,f,f,f,2.8,13.99,unknown,g,g,unknown,unknown,f,f,unknown,d,a
51296,edible,edible,True,0.002435202438035859,high,4.41,x,s,n,f,p,unknown,n,4.22,11.48,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
14823,edible,edible,True,8.705176691879104e-05,high,4.59,f,t,o,f,a,d,y,5.23,4.99,unknown,k,n,unknown,unknown,f,f,unknown,d,a
34372,poisonous,poisonous,True,0.999993644701098,high,1.69,c,h,y,f,unknown,unknown,y,7.74,2.93,unknown,unknown,y,unknown,unknown,f,f,unknown,g,a
127,poisonous,poisonous,True,0.9999945943041704,high,17.91,f,g,o,f,e,unknown,w,17.63,18.15,s,y,w,u,w,t,p,unknown,d,w
55786,edible,edible,True,0.003378472890097842,high,11.13,s,unknown,n,f,unknown,unknown,w,4.94,22.53,unknown,unknown,n,unknown,unknown,f,f,unknown,d,a
37580,poisonous,poisonous,True,0.9999947901751908,high,1.93,p,t,n,f,a,c,g,6.7,2.6,unknown,t,y,unknown,unknown,t,e,unknown,m,s
43102,poisonous,poisonous,True,0.9970033102995247,high,7.26,x,y,w,t,unknown,unknown,g,6.75,13.41,s,unknown,w,unknown,unknown,t,l,unknown,d,u
26651,poisonous,poisonous,True,0.9417457001406446,high,7.67,f,unknown,y,f,x,c,n,6.5,11.45,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
37465,poisonous,poisonous,True,0.9999892782595201,high,2.03,p,t,n,f,a,c,n,6.59,2.52,unknown,t,y,unknown,unknown,t,e,unknown,m,s
34395,poisonous,poisonous,True,0.9999872392042028,high,1.07,c,h,y,f,unknown,unknown,n,6.41,2.5,unknown,unknown,y,unknown,unknown,f,f,unknown,g,u
45620,edible,edible,True,0.00036679633038202986,high,0.87,p,g,w,f,unknown,unknown,g,2.73,1.14,unknown,unknown,w,unknown,unknown,f,f,unknown,d,w
32607,poisonous,poisonous,True,0.9999910062728602,high,3.19,s,d,w,f,a,d,w,3.15,2.35,unknown,h,w,unknown,unknown,f,f,unknown,g,u
10126,poisonous,poisonous,True,0.9999993078793358,high,0.86,x,g,e,f,a,unknown,n,4.24,1.05,unknown,h,k,unknown,unknown,f,f,unknown,d,a
10370,edible,edible,True,7.465936666758085e-05,high,3.05,f,g,n,f,a,d,g,4.05,2.35,unknown,s,n,unknown,unknown,f,f,unknown,d,s
32519,poisonous,poisonous,True,0.9999935059153033,high,2.56,s,d,w,f,a,d,w,3.41,2.42,unknown,h,w,unknown,unknown,f,f,unknown,g,u
45697,edible,edible,True,0.00032383161742634124,high,0.97,p,g,w,f,unknown,unknown,g,3.17,1.68,unknown,unknown,w,unknown,unknown,f,f,unknown,d,w
6103,poisonous,poisonous,True,0.9981507721876668,high,6.32,f,unknown,n,f,d,c,y,5.99,10.55,b,unknown,n,unknown,unknown,f,f,unknown,l,a
7714,poisonous,poisonous,True,0.9999498295121224,high,4.48,f,l,e,f,x,d,y,5.88,5.21,unknown,unknown,n,unknown,unknown,f,f,unknown,d,u
10767,poisonous,poisonous,True,0.9986480051566673,high,2.24,b,unknown,g,f,a,unknown,g,5.3,2.13,unknown,s,g,unknown,unknown,f,f,unknown,d,a
10824,poisonous,poisonous,True,0.9997874751271133,high,2.0,b,unknown,n,f,a,unknown,g,4.8,1.85,unknown,s,n,unknown,unknown,f,f,unknown,d,u
37147,poisonous,poisonous,True,0.999985820385314,high,4.25,x,h,l,f,s,c,u,6.42,8.17,unknown,y,l,unknown,unknown,t,e,k,d,u
54421,edible,edible,True,3.4519522119654755e-05,high,5.24,f,w,y,f,f,f,f,4.99,14.48,unknown,unknown,y,unknown,unknown,f,f,unknown,d,a
57204,poisonous,poisonous,True,0.9993333560244727,high,1.49,x,k,n,f,unknown,unknown,n,3.99,1.32,unknown,unknown,n,unknown,unknown,f,f,unknown,d,s
35155,edible,edible,True,0.0003636807054706215,high,3.89,x,unknown,n,f,x,c,n,7.76,7.9,b,unknown,w,unknown,w,t,unknown,unknown,g,s
247,poisonous,poisonous,True,0.9999940918500149,high,16.98,f,g,o,f,e,unknown,w,17.16,16.65,s,y,w,u,w,t,p,unknown,d,w
17536,edible,edible,True,0.0006999644276365176,high,10.14,f,s,w,f,s,c,w,5.92,24.99,unknown,unknown,w,unknown,unknown,f,f,unknown,m,s
45763,edible,edible,True,0.0018271786277494204,high,0.96,b,g,g,f,unknown,unknown,g,2.26,1.17,unknown,unknown,w,unknown,unknown,f,f,unknown,d,a
13924,poisonous,poisonous,True,0.9999964988878655,high,7.8,f,h,e,f,x,unknown,w,14.35,8.3,r,g,n,unknown,unknown,f,f,unknown,d,a
